x:image,x2:spectrogram,y:label;nofire;fire,temperature,humidity
./nofire/train/nofire_0595.jpg,./nofire/train/0609.png,0,21.0,62.0
./fire/train/fire_0687.jpg,./fire/train/0688.png,1,42.0,33.0
./nofire/train/nofire_0950.jpg,./nofire/train/0949.png,0,23.0,68.0
./fire/train/fire_0857.jpg,./fire/train/0860.png,1,36.0,40.0
./nofire/train/nofire_0655.jpg,./nofire/train/0669.png,0,21.0,55.0
./nofire/train/nofire_0437.jpg,./nofire/train/0449.png,0,21.0,55.0
./nofire/train/nofire_0477.jpg,./nofire/train/0491.png,0,25.0,61.0
./nofire/train/nofire_0646.jpg,./nofire/train/0662.png,0,29.0,63.0
./nofire/train/nofire_0560.jpg,./nofire/train/0572.png,0,30.0,70.0
./nofire/train/nofire_0869.jpg,./nofire/train/0873.png,0,30.0,58.0
./nofire/train/nofire_0936.jpg,./nofire/train/0935.png,0,28.0,61.0
./fire/train/fire_0193.jpg,./fire/train/0206.png,1,48.0,31.0
./fire/train/fire_0387.jpg,./fire/train/0409.png,1,40.0,37.0
./nofire/train/nofire_0604.jpg,./nofire/train/0619.png,0,30.0,63.0
./fire/train/fire_0824.jpg,./fire/train/0829.png,1,46.0,29.0
./nofire/train/nofire_0735.jpg,./nofire/train/0748.png,0,25.0,56.0
./fire/train/fire_0374.jpg,./fire/train/0394.png,1,47.0,28.0
./nofire/train/nofire_0277.jpg,./nofire/train/0296.png,0,22.0,52.0
./fire/train/fire_0450.jpg,./fire/train/0472.png,1,46.0,13.0
./fire/train/fire_0183.jpg,./fire/train/0196.png,1,35.0,35.0
./fire/train/fire_0733.jpg,./fire/train/0730.png,1,40.0,14.0
./fire/train/fire_0290.jpg,./fire/train/0301.png,1,42.0,23.0
./nofire/train/nofire_0841.jpg,./nofire/train/0848.png,0,20.0,66.0
./nofire/train/nofire_0373.jpg,./nofire/train/0383.png,0,23.0,61.0
./fire/train/fire_0345.jpg,./fire/train/0363.png,1,37.0,30.0
./nofire/train/nofire_0511.jpg,./nofire/train/0529.png,0,30.0,68.0
./nofire/train/nofire_0440.jpg,./nofire/train/0452.png,0,24.0,68.0
./nofire/train/nofire_0298.jpg,./nofire/train/0314.png,0,27.0,56.0
./fire/train/fire_0078.jpg,./fire/train/0094.png,1,35.0,39.0
./nofire/train/nofire_0891.jpg,./nofire/train/0894.png,0,28.0,50.0
./nofire/train/nofire_0200.jpg,./nofire/train/0214.png,0,27.0,56.0
./nofire/train/nofire_0808.jpg,./nofire/train/0819.png,0,26.0,52.0
./fire/train/fire_0756.jpg,./fire/train/0757.png,1,41.0,24.0
./nofire/train/nofire_0211.jpg,./nofire/train/0227.png,0,20.0,51.0
./nofire/train/nofire_0862.jpg,./nofire/train/0868.png,0,26.0,58.0
./fire/train/fire_0727.jpg,./fire/train/0725.png,1,36.0,10.0
./nofire/train/nofire_0651.jpg,./nofire/train/0666.png,0,25.0,70.0
./fire/train/fire_0932.jpg,./fire/train/0931.png,1,36.0,23.0
./nofire/train/nofire_0879.jpg,./nofire/train/0882.png,0,30.0,67.0
./nofire/train/nofire_0935.jpg,./nofire/train/0934.png,0,24.0,54.0
./nofire/train/nofire_0847.jpg,./nofire/train/0852.png,0,28.0,52.0
./nofire/train/nofire_0179.jpg,./nofire/train/0192.png,0,29.0,57.0
./fire/train/fire_0054.jpg,./fire/train/0058.png,1,41.0,18.0
./nofire/train/nofire_0366.jpg,./nofire/train/0377.png,0,30.0,51.0
./nofire/train/nofire_0629.jpg,./nofire/train/0646.png,0,29.0,67.0
./fire/train/fire_0571.jpg,./fire/train/0580.png,1,37.0,38.0
./fire/train/fire_0622.jpg,./fire/train/0622.png,1,42.0,20.0
./nofire/train/nofire_0540.jpg,./nofire/train/0554.png,0,29.0,69.0
./nofire/train/nofire_0069.jpg,./nofire/train/0076.png,0,21.0,52.0
./fire/train/fire_0433.jpg,./fire/train/0457.png,1,40.0,10.0
./nofire/train/nofire_0414.jpg,./nofire/train/0425.png,0,23.0,66.0
./nofire/train/nofire_0102.jpg,./nofire/train/0113.png,0,23.0,69.0
./fire/train/fire_0069.jpg,./fire/train/0081.png,1,39.0,36.0
./fire/train/fire_0099.jpg,./fire/train/0115.png,1,50.0,14.0
./fire/train/fire_0565.jpg,./fire/train/0574.png,1,42.0,13.0
./fire/train/fire_0049.jpg,./fire/train/0052.png,1,45.0,26.0
./fire/train/fire_0633.jpg,./fire/train/0633.png,1,38.0,18.0
./fire/train/fire_0243.jpg,./fire/train/0259.png,1,47.0,25.0
./fire/train/fire_0819.jpg,./fire/train/0824.png,1,39.0,11.0
./nofire/train/nofire_0627.jpg,./nofire/train/0644.png,0,21.0,52.0
./nofire/train/nofire_0355.jpg,./nofire/train/0366.png,0,29.0,65.0
./fire/train/fire_0339.jpg,./fire/train/0359.png,1,42.0,28.0
./nofire/train/nofire_0636.jpg,./nofire/train/0651.png,0,27.0,70.0
./fire/train/fire_0898.jpg,./fire/train/0898.png,1,46.0,25.0
./fire/train/fire_0423.jpg,./fire/train/0447.png,1,43.0,34.0
./nofire/train/nofire_0682.jpg,./nofire/train/0695.png,0,20.0,66.0
./fire/train/fire_0293.jpg,./fire/train/0304.png,1,50.0,28.0
./fire/train/fire_0369.jpg,./fire/train/0390.png,1,44.0,20.0
./nofire/train/nofire_0029.jpg,./nofire/train/0031.png,0,28.0,52.0
./fire/train/fire_0186.jpg,./fire/train/0199.png,1,35.0,22.0
./nofire/train/nofire_0243.jpg,./nofire/train/0258.png,0,25.0,54.0
./fire/train/fire_0724.jpg,./fire/train/0723.png,1,47.0,30.0
./nofire/train/nofire_0789.jpg,./nofire/train/0797.png,0,25.0,58.0
./fire/train/fire_0409.jpg,./fire/train/0435.png,1,40.0,19.0
./fire/train/fire_0042.jpg,./fire/train/0045.png,1,48.0,39.0
./fire/train/fire_0749.jpg,./fire/train/0748.png,1,40.0,12.0
./fire/train/fire_0105.jpg,./fire/train/0121.png,1,35.0,37.0
./fire/train/fire_0178.jpg,./fire/train/0192.png,1,39.0,30.0
./fire/train/fire_0884.jpg,./fire/train/0887.png,1,49.0,10.0
./fire/train/fire_0621.jpg,./fire/train/0621.png,1,41.0,34.0
./fire/train/fire_0184.jpg,./fire/train/0197.png,1,48.0,39.0
./nofire/train/nofire_0235.jpg,./nofire/train/0252.png,0,24.0,69.0
./fire/train/fire_0785.jpg,./fire/train/0788.png,1,35.0,18.0
./fire/train/fire_0925.jpg,./fire/train/0925.png,1,44.0,11.0
./fire/train/fire_0664.jpg,./fire/train/0666.png,1,47.0,31.0
./fire/train/fire_0321.jpg,./fire/train/0335.png,1,48.0,24.0
./fire/train/fire_0435.jpg,./fire/train/0460.png,1,47.0,33.0
./nofire/train/nofire_0662.jpg,./nofire/train/0675.png,0,22.0,68.0
./nofire/train/nofire_0947.jpg,./nofire/train/0947.png,0,22.0,52.0
./nofire/train/nofire_0014.jpg,./nofire/train/0011.png,0,21.0,57.0
./fire/train/fire_0018.jpg,./fire/train/0020.png,1,48.0,31.0
./nofire/train/nofire_0161.jpg,./nofire/train/0173.png,0,23.0,64.0
./fire/train/fire_0360.jpg,./fire/train/0380.png,1,48.0,31.0
./nofire/train/nofire_0399.jpg,./nofire/train/0411.png,0,22.0,68.0
./nofire/train/nofire_0125.jpg,./nofire/train/0141.png,0,28.0,69.0
./nofire/train/nofire_0210.jpg,./nofire/train/0225.png,0,29.0,53.0
./fire/train/fire_0035.jpg,./fire/train/0039.png,1,47.0,16.0
./nofire/train/nofire_0375.jpg,./nofire/train/0386.png,0,21.0,62.0
./fire/train/fire_0820.jpg,./fire/train/0825.png,1,44.0,18.0
./fire/train/fire_0213.jpg,./fire/train/0230.png,1,46.0,22.0
./fire/train/fire_0813.jpg,./fire/train/0818.png,1,49.0,28.0
./fire/train/fire_0810.jpg,./fire/train/0815.png,1,37.0,18.0
./fire/train/fire_0114.jpg,./fire/train/0131.png,1,36.0,27.0
./fire/train/fire_0835.jpg,./fire/train/0843.png,1,40.0,30.0
./fire/train/fire_0663.jpg,./fire/train/0665.png,1,42.0,17.0
./fire/train/fire_0929.jpg,./fire/train/0928.png,1,46.0,24.0
./fire/train/fire_0510.jpg,./fire/train/0531.png,1,45.0,27.0
./fire/train/fire_0894.jpg,./fire/train/0894.png,1,44.0,28.0
./nofire/train/nofire_0860.jpg,./nofire/train/0865.png,0,25.0,67.0
./fire/train/fire_0196.jpg,./fire/train/0211.png,1,36.0,17.0
./fire/train/fire_0875.jpg,./fire/train/0878.png,1,37.0,21.0
./nofire/train/nofire_0244.jpg,./nofire/train/0260.png,0,30.0,58.0
./fire/train/fire_0056.jpg,./fire/train/0063.png,1,38.0,21.0
./nofire/train/nofire_0746.jpg,./nofire/train/0759.png,0,30.0,67.0
./fire/train/fire_0826.jpg,./fire/train/0835.png,1,42.0,28.0
./nofire/train/nofire_0088.jpg,./nofire/train/0094.png,0,26.0,66.0
./fire/train/fire_0130.jpg,./fire/train/0147.png,1,35.0,27.0
./nofire/train/nofire_0213.jpg,./nofire/train/0228.png,0,22.0,57.0
./fire/train/fire_0903.jpg,./fire/train/0903.png,1,39.0,10.0
./fire/train/fire_0259.jpg,./fire/train/0274.png,1,38.0,29.0
./fire/train/fire_0128.jpg,./fire/train/0145.png,1,35.0,35.0
./nofire/train/nofire_0752.jpg,./nofire/train/0764.png,0,27.0,50.0
./nofire/train/nofire_0041.jpg,./nofire/train/0044.png,0,21.0,56.0
./fire/train/fire_0394.jpg,./fire/train/0415.png,1,47.0,39.0
./nofire/train/nofire_0403.jpg,./nofire/train/0415.png,0,24.0,51.0
./fire/train/fire_0844.jpg,./fire/train/0850.png,1,35.0,25.0
./nofire/train/nofire_0408.jpg,./nofire/train/0419.png,0,24.0,56.0
./fire/train/fire_0948.jpg,./fire/train/0946.png,1,43.0,39.0
./nofire/train/nofire_0718.jpg,./nofire/train/0732.png,0,27.0,65.0
./nofire/train/nofire_0519.jpg,./nofire/train/0537.png,0,22.0,64.0
./nofire/train/nofire_0474.jpg,./nofire/train/0487.png,0,29.0,54.0
./nofire/train/nofire_0363.jpg,./nofire/train/0374.png,0,27.0,68.0
./fire/train/fire_0391.jpg,./fire/train/0412.png,1,50.0,22.0
./nofire/train/nofire_0775.jpg,./nofire/train/0783.png,0,20.0,63.0
./nofire/train/nofire_0001.jpg,./nofire/train/0000.png,0,27.0,55.0
./fire/train/fire_0195.jpg,./fire/train/0210.png,1,40.0,30.0
./fire/train/fire_0758.jpg,./fire/train/0758.png,1,37.0,30.0
./fire/train/fire_0192.jpg,./fire/train/0205.png,1,48.0,32.0
./nofire/train/nofire_0565.jpg,./nofire/train/0577.png,0,25.0,51.0
./fire/train/fire_0111.jpg,./fire/train/0128.png,1,50.0,32.0
./fire/train/fire_0430.jpg,./fire/train/0455.png,1,45.0,31.0
./fire/train/fire_0628.jpg,./fire/train/0628.png,1,36.0,22.0
./fire/train/fire_0619.jpg,./fire/train/0620.png,1,44.0,21.0
./nofire/train/nofire_0920.jpg,./nofire/train/0922.png,0,23.0,65.0
./nofire/train/nofire_0743.jpg,./nofire/train/0755.png,0,21.0,54.0
./fire/train/fire_0093.jpg,./fire/train/0110.png,1,44.0,23.0
./nofire/train/nofire_0438.jpg,./nofire/train/0450.png,0,30.0,57.0
./fire/train/fire_0596.jpg,./fire/train/0602.png,1,36.0,25.0
./nofire/train/nofire_0378.jpg,./nofire/train/0391.png,0,26.0,66.0
./fire/train/fire_0381.jpg,./fire/train/0402.png,1,46.0,25.0
./fire/train/fire_0891.jpg,./fire/train/0892.png,1,41.0,35.0
./nofire/train/nofire_0582.jpg,./nofire/train/0592.png,0,27.0,63.0
./nofire/train/nofire_0228.jpg,./nofire/train/0243.png,0,25.0,62.0
./fire/train/fire_0384.jpg,./fire/train/0404.png,1,45.0,10.0
./fire/train/fire_0636.jpg,./fire/train/0636.png,1,47.0,20.0
./fire/train/fire_0421.jpg,./fire/train/0446.png,1,45.0,36.0
./fire/train/fire_0676.jpg,./fire/train/0678.png,1,45.0,12.0
./nofire/train/nofire_0508.jpg,./nofire/train/0526.png,0,20.0,59.0
./nofire/train/nofire_0054.jpg,./nofire/train/0061.png,0,21.0,55.0
./nofire/train/nofire_0528.jpg,./nofire/train/0544.png,0,29.0,51.0
./nofire/train/nofire_0897.jpg,./nofire/train/0901.png,0,21.0,67.0
./fire/train/fire_0389.jpg,./fire/train/0411.png,1,40.0,19.0
./nofire/train/nofire_0429.jpg,./nofire/train/0441.png,0,23.0,67.0
./nofire/train/nofire_0827.jpg,./nofire/train/0835.png,0,26.0,50.0
./fire/train/fire_0109.jpg,./fire/train/0126.png,1,37.0,39.0
./fire/train/fire_0350.jpg,./fire/train/0367.png,1,42.0,12.0
./fire/train/fire_0639.jpg,./fire/train/0639.png,1,38.0,17.0
./nofire/train/nofire_0931.jpg,./nofire/train/0931.png,0,30.0,62.0
./fire/train/fire_0171.jpg,./fire/train/0186.png,1,44.0,39.0
./nofire/train/nofire_0170.jpg,./nofire/train/0181.png,0,27.0,61.0
./nofire/train/nofire_0810.jpg,./nofire/train/0820.png,0,26.0,60.0
./nofire/train/nofire_0005.jpg,./nofire/train/0005.png,0,24.0,63.0
./nofire/train/nofire_0328.jpg,./nofire/train/0340.png,0,20.0,62.0
./nofire/train/nofire_0482.jpg,./nofire/train/0499.png,0,24.0,53.0
./nofire/train/nofire_0168.jpg,./nofire/train/0179.png,0,30.0,59.0
./fire/train/fire_0251.jpg,./fire/train/0268.png,1,38.0,37.0
./fire/train/fire_0206.jpg,./fire/train/0221.png,1,44.0,36.0
./fire/train/fire_0532.jpg,./fire/train/0550.png,1,43.0,17.0
./fire/train/fire_0710.jpg,./fire/train/0711.png,1,40.0,23.0
./nofire/train/nofire_0418.jpg,./nofire/train/0431.png,0,24.0,65.0
./fire/train/fire_0337.jpg,./fire/train/0356.png,1,37.0,13.0
./fire/train/fire_0115.jpg,./fire/train/0132.png,1,45.0,39.0
./nofire/train/nofire_0249.jpg,./nofire/train/0266.png,0,21.0,64.0
./fire/train/fire_0495.jpg,./fire/train/0516.png,1,39.0,38.0
./fire/train/fire_0923.jpg,./fire/train/0923.png,1,41.0,26.0
./nofire/train/nofire_0590.jpg,./nofire/train/0603.png,0,29.0,53.0
./fire/train/fire_0661.jpg,./fire/train/0663.png,1,48.0,13.0
./fire/train/fire_0548.jpg,./fire/train/0563.png,1,36.0,25.0
./nofire/train/nofire_0559.jpg,./nofire/train/0571.png,0,27.0,52.0
./fire/train/fire_0906.jpg,./fire/train/0906.png,1,35.0,14.0
./nofire/train/nofire_0254.jpg,./nofire/train/0271.png,0,26.0,70.0
./nofire/train/nofire_0057.jpg,./nofire/train/0064.png,0,29.0,54.0
./fire/train/fire_0704.jpg,./fire/train/0707.png,1,35.0,11.0
./nofire/train/nofire_0467.jpg,./nofire/train/0481.png,0,29.0,70.0
./nofire/train/nofire_0239.jpg,./nofire/train/0255.png,0,23.0,61.0
./nofire/train/nofire_0348.jpg,./nofire/train/0358.png,0,27.0,55.0
./fire/train/fire_0458.jpg,./fire/train/0479.png,1,49.0,13.0
./fire/train/fire_0396.jpg,./fire/train/0416.png,1,50.0,28.0
./nofire/train/nofire_0020.jpg,./nofire/train/0021.png,0,21.0,66.0
./nofire/train/nofire_0527.jpg,./nofire/train/0543.png,0,26.0,50.0
./fire/train/fire_0638.jpg,./fire/train/0638.png,1,48.0,26.0
./fire/train/fire_0081.jpg,./fire/train/0097.png,1,37.0,12.0
./nofire/train/nofire_0653.jpg,./nofire/train/0667.png,0,24.0,54.0
./nofire/train/nofire_0551.jpg,./nofire/train/0564.png,0,26.0,64.0
./fire/train/fire_0463.jpg,./fire/train/0483.png,1,44.0,12.0
./nofire/train/nofire_0858.jpg,./nofire/train/0863.png,0,24.0,53.0
./fire/train/fire_0823.jpg,./fire/train/0827.png,1,44.0,35.0
./fire/train/fire_0386.jpg,./fire/train/0408.png,1,39.0,29.0
./fire/train/fire_0869.jpg,./fire/train/0872.png,1,46.0,27.0
./fire/train/fire_0776.jpg,./fire/train/0780.png,1,36.0,25.0
./fire/train/fire_0180.jpg,./fire/train/0193.png,1,46.0,27.0
./nofire/train/nofire_0426.jpg,./nofire/train/0438.png,0,26.0,50.0
./nofire/train/nofire_0695.jpg,./nofire/train/0708.png,0,24.0,70.0
./nofire/train/nofire_0410.jpg,./nofire/train/0421.png,0,24.0,58.0
./fire/train/fire_0086.jpg,./fire/train/0104.png,1,50.0,27.0
./nofire/train/nofire_0541.jpg,./nofire/train/0555.png,0,25.0,55.0
./nofire/train/nofire_0890.jpg,./nofire/train/0893.png,0,20.0,68.0
./fire/train/fire_0140.jpg,./fire/train/0158.png,1,35.0,37.0
./nofire/train/nofire_0688.jpg,./nofire/train/0701.png,0,28.0,60.0
./nofire/train/nofire_0425.jpg,./nofire/train/0437.png,0,28.0,63.0
./fire/train/fire_0279.jpg,./fire/train/0292.png,1,45.0,40.0
./nofire/train/nofire_0345.jpg,./nofire/train/0356.png,0,30.0,56.0
./nofire/train/nofire_0231.jpg,./nofire/train/0246.png,0,23.0,51.0
./fire/train/fire_0194.jpg,./fire/train/0208.png,1,39.0,36.0
./nofire/train/nofire_0417.jpg,./nofire/train/0430.png,0,22.0,56.0
./nofire/train/nofire_0880.jpg,./nofire/train/0884.png,0,22.0,64.0
./nofire/train/nofire_0083.jpg,./nofire/train/0089.png,0,30.0,69.0
./fire/train/fire_0286.jpg,./fire/train/0298.png,1,46.0,29.0
./nofire/train/nofire_0606.jpg,./nofire/train/0621.png,0,24.0,68.0
./fire/train/fire_0309.jpg,./fire/train/0319.png,1,50.0,20.0
./fire/train/fire_0310.jpg,./fire/train/0320.png,1,39.0,36.0
./fire/train/fire_0701.jpg,./fire/train/0702.png,1,38.0,30.0
./fire/train/fire_0005.jpg,./fire/train/0006.png,1,44.0,25.0
./fire/train/fire_0787.jpg,./fire/train/0790.png,1,42.0,40.0
./fire/train/fire_0013.jpg,./fire/train/0016.png,1,37.0,35.0
./nofire/train/nofire_0359.jpg,./nofire/train/0369.png,0,21.0,62.0
./fire/train/fire_0057.jpg,./fire/train/0064.png,1,38.0,26.0
./fire/train/fire_0703.jpg,./fire/train/0705.png,1,36.0,39.0
./fire/train/fire_0559.jpg,./fire/train/0570.png,1,39.0,29.0
./nofire/train/nofire_0255.jpg,./nofire/train/0272.png,0,21.0,69.0
./fire/train/fire_0252.jpg,./fire/train/0269.png,1,39.0,13.0
./fire/train/fire_0527.jpg,./fire/train/0546.png,1,42.0,16.0
./nofire/train/nofire_0874.jpg,./nofire/train/0878.png,0,21.0,63.0
./nofire/train/nofire_0500.jpg,./nofire/train/0516.png,0,28.0,58.0
./fire/train/fire_0578.jpg,./fire/train/0586.png,1,46.0,36.0
./nofire/train/nofire_0123.jpg,./nofire/train/0139.png,0,23.0,68.0
./fire/train/fire_0772.jpg,./fire/train/0776.png,1,43.0,25.0
./fire/train/fire_0429.jpg,./fire/train/0453.png,1,49.0,15.0
./fire/train/fire_8859.jpg,./fire/train/fire_8859.jpg,1,,
./fire/train/fire_3880.jpg,./fire/train/fire_3880.jpg,1,,
./fire/train/fire_2928.jpg,./fire/train/fire_2928.jpg,1,,
./fire/train/fire_2371.jpg,./fire/train/fire_2371.jpg,1,,
./fire/train/fire_7623.jpg,./fire/train/fire_7623.jpg,1,,
./fire/train/fire_9757.jpg,./fire/train/fire_9757.jpg,1,,
./fire/train/fire_4732.jpg,./fire/train/fire_4732.jpg,1,,
./fire/train/fire_1697.jpg,./fire/train/fire_1697.jpg,1,,
./fire/train/fire_3314.jpg,./fire/train/fire_3314.jpg,1,,
./fire/train/fire_1652.jpg,./fire/train/fire_1652.jpg,1,,
./fire/train/fire_9790.jpg,./fire/train/fire_9790.jpg,1,,
./fire/train/fire_2810.jpg,./fire/train/fire_2810.jpg,1,,
./fire/train/fire_4363.jpg,./fire/train/fire_4363.jpg,1,,
./fire/train/fire_3477.jpg,./fire/train/fire_3477.jpg,1,,
./fire/train/fire_4402.jpg,./fire/train/fire_4402.jpg,1,,
./fire/train/fire_8253.jpg,./fire/train/fire_8253.jpg,1,,
./fire/train/fire_3163.jpg,./fire/train/fire_3163.jpg,1,,
./fire/train/fire_4345.jpg,./fire/train/fire_4345.jpg,1,,
./fire/train/fire_3689.jpg,./fire/train/fire_3689.jpg,1,,
./fire/train/fire_1323.jpg,./fire/train/fire_1323.jpg,1,,
./fire/train/fire_1530.jpg,./fire/train/fire_1530.jpg,1,,
./fire/train/fire_8993.jpg,./fire/train/fire_8993.jpg,1,,
./fire/train/fire_1208.jpg,./fire/train/fire_1208.jpg,1,,
./fire/train/fire_5232.jpg,./fire/train/fire_5232.jpg,1,,
./fire/train/fire_2287.jpg,./fire/train/fire_2287.jpg,1,,
./fire/train/fire_9944.jpg,./fire/train/fire_9944.jpg,1,,
./fire/train/fire_1950.jpg,./fire/train/fire_1950.jpg,1,,
./fire/train/fire_9615.jpg,./fire/train/fire_9615.jpg,1,,
./fire/train/fire_8768.jpg,./fire/train/fire_8768.jpg,1,,
./fire/train/fire_2667.jpg,./fire/train/fire_2667.jpg,1,,
./fire/train/fire_3013.jpg,./fire/train/fire_3013.jpg,1,,
./fire/train/fire_1699.jpg,./fire/train/fire_1699.jpg,1,,
./fire/train/fire_8660.jpg,./fire/train/fire_8660.jpg,1,,
./fire/train/fire_5145.jpg,./fire/train/fire_5145.jpg,1,,
./fire/train/fire_5447.jpg,./fire/train/fire_5447.jpg,1,,
./fire/train/fire_3010.jpg,./fire/train/fire_3010.jpg,1,,
./fire/train/fire_9328.jpg,./fire/train/fire_9328.jpg,1,,
./fire/train/fire_9006.jpg,./fire/train/fire_9006.jpg,1,,
./fire/train/fire_1733.jpg,./fire/train/fire_1733.jpg,1,,
./fire/train/fire_5547.jpg,./fire/train/fire_5547.jpg,1,,
./fire/train/fire_7420.jpg,./fire/train/fire_7420.jpg,1,,
./fire/train/fire_3640.jpg,./fire/train/fire_3640.jpg,1,,
./fire/train/fire_1191.jpg,./fire/train/fire_1191.jpg,1,,
./fire/train/fire_8989.jpg,./fire/train/fire_8989.jpg,1,,
./fire/train/fire_2720.jpg,./fire/train/fire_2720.jpg,1,,
./fire/train/fire_4581.jpg,./fire/train/fire_4581.jpg,1,,
./fire/train/fire_3802.jpg,./fire/train/fire_3802.jpg,1,,
./fire/train/fire_3255.jpg,./fire/train/fire_3255.jpg,1,,
./fire/train/fire_9900.jpg,./fire/train/fire_9900.jpg,1,,
./fire/train/fire_6683.jpg,./fire/train/fire_6683.jpg,1,,
./fire/train/fire_9961.jpg,./fire/train/fire_9961.jpg,1,,
./fire/train/fire_1022.jpg,./fire/train/fire_1022.jpg,1,,
./fire/train/fire_3319.jpg,./fire/train/fire_3319.jpg,1,,
./fire/train/fire_8233.jpg,./fire/train/fire_8233.jpg,1,,
./fire/train/fire_3385.jpg,./fire/train/fire_3385.jpg,1,,
./fire/train/fire_2061.jpg,./fire/train/fire_2061.jpg,1,,
./fire/train/fire_7521.jpg,./fire/train/fire_7521.jpg,1,,
./fire/train/fire_3119.jpg,./fire/train/fire_3119.jpg,1,,
./fire/train/fire_4113.jpg,./fire/train/fire_4113.jpg,1,,
./fire/train/fire_9661.jpg,./fire/train/fire_9661.jpg,1,,
./fire/train/fire_9137.jpg,./fire/train/fire_9137.jpg,1,,
./fire/train/fire_3280.jpg,./fire/train/fire_3280.jpg,1,,
./fire/train/fire_7773.jpg,./fire/train/fire_7773.jpg,1,,
./fire/train/fire_5164.jpg,./fire/train/fire_5164.jpg,1,,
./fire/train/fire_2887.jpg,./fire/train/fire_2887.jpg,1,,
./fire/train/fire_1246.jpg,./fire/train/fire_1246.jpg,1,,
./fire/train/fire_9324.jpg,./fire/train/fire_9324.jpg,1,,
./fire/train/fire_7524.jpg,./fire/train/fire_7524.jpg,1,,
./fire/train/fire_4524.jpg,./fire/train/fire_4524.jpg,1,,
./fire/train/fire_9364.jpg,./fire/train/fire_9364.jpg,1,,
./fire/train/fire_6586.jpg,./fire/train/fire_6586.jpg,1,,
./fire/train/fire_5526.jpg,./fire/train/fire_5526.jpg,1,,
./fire/train/fire_7021.jpg,./fire/train/fire_7021.jpg,1,,
./fire/train/fire_3743.jpg,./fire/train/fire_3743.jpg,1,,
./fire/train/fire_3159.jpg,./fire/train/fire_3159.jpg,1,,
./fire/train/fire_2163.jpg,./fire/train/fire_2163.jpg,1,,
./fire/train/fire_3468.jpg,./fire/train/fire_3468.jpg,1,,
./fire/train/fire_5657.jpg,./fire/train/fire_5657.jpg,1,,
./fire/train/fire_1656.jpg,./fire/train/fire_1656.jpg,1,,
./fire/train/fire_7609.jpg,./fire/train/fire_7609.jpg,1,,
./fire/train/fire_9494.jpg,./fire/train/fire_9494.jpg,1,,
./fire/train/fire_8487.jpg,./fire/train/fire_8487.jpg,1,,
./fire/train/fire_1725.jpg,./fire/train/fire_1725.jpg,1,,
./fire/train/fire_7606.jpg,./fire/train/fire_7606.jpg,1,,
./fire/train/fire_3412.jpg,./fire/train/fire_3412.jpg,1,,
./fire/train/fire_2129.jpg,./fire/train/fire_2129.jpg,1,,
./fire/train/fire_8071.jpg,./fire/train/fire_8071.jpg,1,,
./fire/train/fire_4767.jpg,./fire/train/fire_4767.jpg,1,,
./fire/train/fire_7023.jpg,./fire/train/fire_7023.jpg,1,,
./fire/train/fire_5168.jpg,./fire/train/fire_5168.jpg,1,,
./fire/train/fire_8390.jpg,./fire/train/fire_8390.jpg,1,,
./fire/train/fire_8937.jpg,./fire/train/fire_8937.jpg,1,,
./fire/train/fire_1700.jpg,./fire/train/fire_1700.jpg,1,,
./fire/train/fire_6005.jpg,./fire/train/fire_6005.jpg,1,,
./fire/train/fire_3156.jpg,./fire/train/fire_3156.jpg,1,,
./fire/train/fire_2292.jpg,./fire/train/fire_2292.jpg,1,,
./fire/train/fire_5780.jpg,./fire/train/fire_5780.jpg,1,,
./fire/train/fire_1559.jpg,./fire/train/fire_1559.jpg,1,,
./fire/train/fire_7232.jpg,./fire/train/fire_7232.jpg,1,,
./fire/train/fire_2064.jpg,./fire/train/fire_2064.jpg,1,,
./fire/train/fire_5244.jpg,./fire/train/fire_5244.jpg,1,,
./fire/train/fire_6288.jpg,./fire/train/fire_6288.jpg,1,,
./fire/train/fire_6575.jpg,./fire/train/fire_6575.jpg,1,,
./fire/train/fire_4156.jpg,./fire/train/fire_4156.jpg,1,,
./fire/train/fire_6299.jpg,./fire/train/fire_6299.jpg,1,,
./fire/train/fire_4424.jpg,./fire/train/fire_4424.jpg,1,,
./fire/train/fire_9088.jpg,./fire/train/fire_9088.jpg,1,,
./fire/train/fire_8679.jpg,./fire/train/fire_8679.jpg,1,,
./fire/train/fire_9567.jpg,./fire/train/fire_9567.jpg,1,,
./fire/train/fire_6740.jpg,./fire/train/fire_6740.jpg,1,,
./fire/train/fire_8789.jpg,./fire/train/fire_8789.jpg,1,,
./fire/train/fire_7945.jpg,./fire/train/fire_7945.jpg,1,,
./fire/train/fire_6825.jpg,./fire/train/fire_6825.jpg,1,,
./fire/train/fire_1481.jpg,./fire/train/fire_1481.jpg,1,,
./fire/train/fire_7550.jpg,./fire/train/fire_7550.jpg,1,,
./fire/train/fire_7536.jpg,./fire/train/fire_7536.jpg,1,,
./fire/train/fire_4410.jpg,./fire/train/fire_4410.jpg,1,,
./fire/train/fire_6825.jpg,./fire/train/fire_6825.jpg,1,,
./fire/train/fire_8865.jpg,./fire/train/fire_8865.jpg,1,,
./fire/train/fire_3565.jpg,./fire/train/fire_3565.jpg,1,,
./fire/train/fire_4807.jpg,./fire/train/fire_4807.jpg,1,,
./fire/train/fire_1433.jpg,./fire/train/fire_1433.jpg,1,,
./fire/train/fire_8240.jpg,./fire/train/fire_8240.jpg,1,,
